id_customer,geo,gender,device,acquisition_source,account_age,month,day,universe,category,brand,brand_group,material,condition,price,churned
6604,geo_3,gender_1,device_5,,327.0,2.0,15.0,universe_3,category_11,brand_327,brand_group_1,material_25,condition_3,383.66,1.0
6604,geo_3,gender_1,device_5,,327.0,12.0,20.0,universe_3,category_1,brand_466,brand_group_2,material_21,condition_3,813.13,1.0
1269,geo_3,gender_2,,,1524.0,10.0,8.0,universe_4,category_11,brand_414,brand_group_3,material_25,condition_3,628.28,0.0
1269,geo_3,gender_2,,,1524.0,11.0,7.0,universe_4,category_5,brand_361,brand_group_2,material_49,condition_3,220.58,0.0
1698,geo_4,gender_2,device_5,,1320.0,8.0,17.0,universe_4,category_3,brand_306,brand_group_2,material_25,condition_3,4436.36,1.0
2673,geo_4,gender_2,device_1,,1045.0,3.0,10.0,universe_4,category_5,brand_225,brand_group_2,material_8,condition_1,1588.8,0.0
2673,geo_4,gender_2,device_1,,1045.0,4.0,27.0,universe_4,category_11,brand_1163,brand_group_2,material_25,condition_3,1579.58,0.0
2673,geo_4,gender_2,device_1,,1045.0,2.0,2.0,universe_4,category_11,brand_1163,brand_group_2,material_25,condition_3,1324.64,0.0
2673,geo_4,gender_2,device_1,,1045.0,4.0,15.0,universe_4,category_5,brand_668,brand_group_2,material_33,condition_3,857.21,0.0
2673,geo_4,gender_2,device_1,,1045.0,2.0,23.0,universe_4,category_5,brand_225,brand_group_2,material_65,condition_2,1740.04,0.0
2673,geo_4,gender_2,device_1,,1045.0,6.0,27.0,universe_4,category_5,brand_225,brand_group_2,material_65,condition_2,3032.49,0.0
2673,geo_4,gender_2,device_1,,1045.0,1.0,14.0,universe_4,category_5,brand_225,brand_group_2,material_59,condition_2,1742.2,0.0
2673,geo_4,gender_2,device_1,,1045.0,2.0,1.0,universe_4,category_5,brand_225,brand_group_2,material_65,condition_3,4621.02,0.0
2673,geo_4,gender_2,device_1,,1045.0,6.0,2.0,universe_4,category_5,brand_225,brand_group_2,material_65,condition_3,2005.85,0.0
2673,geo_4,gender_2,device_1,,1045.0,2.0,2.0,universe_4,category_9,brand_225,brand_group_2,material_33,condition_2,1074.62,0.0
2673,geo_4,gender_2,device_1,,1045.0,8.0,15.0,universe_4,category_3,brand_225,brand_group_2,material_25,condition_3,4485.12,0.0
2673,geo_4,gender_2,device_1,,1045.0,1.0,14.0,universe_4,category_5,brand_225,brand_group_2,material_60,condition_3,655.29,0.0
2673,geo_4,gender_2,device_1,,1045.0,12.0,4.0,universe_4,category_1,brand_225,brand_group_2,material_29,condition_3,1144.7,0.0
3001,geo_3,gender_2,device_4,acquisition_source_129,948.0,6.0,16.0,universe_4,category_3,brand_422,brand_group_3,material_34,condition_3,220.58,0.0
3001,geo_3,gender_2,device_4,acquisition_source_129,948.0,10.0,7.0,universe_4,category_3,brand_466,brand_group_2,material_7,condition_2,438.02,0.0
3001,geo_3,gender_2,device_4,acquisition_source_129,948.0,9.0,21.0,universe_4,category_11,brand_780,brand_group_2,material_34,condition_3,212.43,0.0
3001,geo_3,gender_2,device_4,acquisition_source_129,948.0,5.0,11.0,universe_4,category_3,brand_918,brand_group_2,material_49,condition_2,204.27,0.0
3001,geo_3,gender_2,device_4,acquisition_source_129,948.0,4.0,9.0,universe_4,category_11,brand_466,brand_group_2,material_33,condition_3,383.66,0.0
3001,geo_3,gender_2,device_4,acquisition_source_129,948.0,5.0,11.0,universe_4,category_3,brand_466,brand_group_2,material_34,condition_3,764.18,0.0
3001,geo_3,gender_2,device_4,acquisition_source_129,948.0,11.0,10.0,universe_4,category_3,brand_466,brand_group_2,material_25,condition_1,492.38,0.0
3001,geo_3,gender_2,device_4,acquisition_source_129,948.0,4.0,1.0,universe_4,category_3,brand_1048,brand_group_1,material_33,condition_2,234.17,0.0
3001,geo_3,gender_2,device_4,acquisition_source_129,948.0,3.0,5.0,universe_4,category_11,brand_306,brand_group_2,material_25,condition_2,171.66,0.0
3001,geo_3,gender_2,device_4,acquisition_source_129,948.0,5.0,17.0,universe_4,category_1,brand_918,brand_group_2,material_38,condition_3,212.43,0.0
3001,geo_3,gender_2,device_4,acquisition_source_129,948.0,6.0,7.0,universe_4,category_11,brand_429,brand_group_3,material_34,condition_2,79.24,0.0
3001,geo_3,gender_2,device_4,acquisition_source_129,948.0,5.0,12.0,universe_4,category_11,brand_918,brand_group_2,material_7,condition_3,231.45,0.0
5603,geo_2,gender_2,device_4,acquisition_source_12,410.0,5.0,17.0,universe_4,category_3,brand_192,brand_group_2,material_25,condition_3,1035.98,0.0
2697,geo_3,gender_2,device_5,acquisition_source_129,1038.0,12.0,26.0,universe_4,category_5,brand_155,brand_group_3,material_49,condition_3,179.81,0.0
6476,geo_2,gender_3,device_4,acquisition_source_1,335.0,4.0,11.0,universe_4,category_9,brand_222,brand_group_2,material_29,condition_3,992.97,1.0
6476,geo_2,gender_3,device_4,acquisition_source_1,335.0,10.0,22.0,universe_4,category_1,brand_466,brand_group_2,material_25,condition_1,329.3,1.0
8785,geo_2,gender_2,device_5,acquisition_source_61,102.0,9.0,23.0,universe_4,category_5,brand_457,brand_group_2,material_49,condition_3,234.17,0.0
2650,geo_4,gender_2,device_4,acquisition_source_1,1051.0,11.0,5.0,universe_4,category_5,brand_923,brand_group_1,material_33,condition_1,309.19,0.0
9456,geo_3,gender_2,device_4,acquisition_source_129,58.0,11.0,6.0,universe_4,category_3,brand_1015,brand_group_2,material_25,condition_3,4256.81,0.0
6370,geo_4,gender_2,device_5,acquisition_source_61,343.0,1.0,24.0,universe_4,category_9,brand_306,brand_group_2,material_62,condition_3,813.58,1.0
1540,geo_7,gender_2,,acquisition_source_1,1385.0,7.0,16.0,universe_4,category_5,brand_192,brand_group_2,material_33,condition_2,731.56,0.0
1540,geo_7,gender_2,,acquisition_source_1,1385.0,6.0,13.0,universe_4,category_9,brand_829,brand_group_5,material_29,condition_3,84.68,0.0
1540,geo_7,gender_2,,acquisition_source_1,1385.0,1.0,26.0,universe_4,category_5,brand_705,brand_group_3,material_25,condition_3,397.25,0.0
1540,geo_7,gender_2,,acquisition_source_1,1385.0,9.0,14.0,universe_4,category_5,brand_744,brand_group_3,material_65,condition_3,655.46,0.0
1540,geo_7,gender_2,,acquisition_source_1,1385.0,9.0,26.0,universe_4,category_11,brand_225,brand_group_2,material_25,condition_3,2041.64,0.0
6799,geo_3,gender_2,device_5,acquisition_source_61,312.0,11.0,11.0,universe_4,category_11,brand_228,brand_group_1,material_44,condition_3,557.61,1.0
5720,geo_2,gender_2,device_5,acquisition_source_81,396.0,3.0,16.0,universe_4,category_11,brand_16,brand_group_1,material_55,condition_3,682.64,1.0
3016,geo_2,gender_2,device_4,,941.0,11.0,15.0,universe_4,category_3,brand_356,brand_group_2,material_33,condition_3,410.84,0.0
1178,geo_3,gender_2,,,1577.0,5.0,17.0,universe_4,category_1,brand_668,brand_group_2,material_25,condition_3,326.58,1.0
7430,geo_3,gender_2,device_4,acquisition_source_1,259.0,4.0,17.0,universe_4,category_1,brand_491,brand_group_2,material_53,condition_2,3264.74,1.0
8051,geo_2,gender_2,device_4,acquisition_source_72,196.0,6.0,19.0,universe_4,category_11,brand_459,brand_group_3,material_25,condition_3,370.07,1.0
1924,geo_3,gender_2,device_4,acquisition_source_1,1204.0,4.0,21.0,universe_4,category_11,brand_524,brand_group_1,material_55,condition_2,410.84,1.0
6126,geo_2,gender_2,device_4,,358.0,1.0,9.0,universe_4,category_3,brand_663,brand_group_3,material_7,condition_3,125.45,1.0
207,geo_3,gender_2,,,2226.0,3.0,24.0,universe_4,category_11,brand_236,brand_group_2,material_25,condition_3,764.18,0.0
207,geo_3,gender_2,,,2226.0,12.0,7.0,universe_4,category_11,brand_236,brand_group_2,material_25,condition_3,810.05,0.0
207,geo_3,gender_2,,,2226.0,9.0,30.0,universe_4,category_11,brand_697,brand_group_1,material_25,condition_3,804.95,0.0
1080,geo_3,gender_2,,,1634.0,12.0,30.0,universe_4,category_3,brand_760,brand_group_3,material_25,condition_3,370.07,0.0
1080,geo_3,gender_2,,,1634.0,11.0,14.0,universe_4,category_1,brand_192,brand_group_2,material_49,condition_2,111.86,0.0
1080,geo_3,gender_2,,,1634.0,11.0,14.0,universe_4,category_3,brand_918,brand_group_2,material_25,condition_2,193.4,0.0
352,geo_3,gender_2,,,2124.0,3.0,20.0,universe_4,category_5,brand_66,brand_group_3,material_8,condition_3,98.27,0.0
3490,geo_3,gender_2,device_5,,813.0,2.0,3.0,universe_4,category_3,brand_668,brand_group_2,material_33,condition_2,1606.76,1.0
3490,geo_3,gender_2,device_5,,813.0,11.0,8.0,universe_4,category_3,brand_668,brand_group_2,material_33,condition_2,1199.06,1.0
3361,geo_3,gender_2,device_5,,843.0,4.0,4.0,universe_4,category_3,brand_225,brand_group_2,material_25,condition_2,2367.8,1.0
5483,geo_2,gender_2,device_4,acquisition_source_1,426.0,1.0,6.0,universe_4,category_3,brand_141,brand_group_3,material_25,condition_2,410.84,0.0
7463,geo_4,gender_2,device_5,acquisition_source_61,257.0,4.0,19.0,universe_4,category_5,brand_527,brand_group_3,material_49,condition_3,546.74,1.0
6632,geo_3,gender_2,device_4,acquisition_source_61,325.0,2.0,12.0,universe_4,category_3,brand_560,brand_group_1,material_25,condition_2,682.64,1.0
8366,geo_3,gender_1,device_4,acquisition_source_61,153.0,8.0,1.0,universe_4,category_3,brand_668,brand_group_2,material_33,condition_1,788.64,1.0
7551,geo_3,gender_1,device_5,,248.0,4.0,28.0,universe_3,category_1,brand_668,brand_group_2,material_29,condition_2,519.56,1.0
5270,geo_4,gender_2,device_4,acquisition_source_135,450.0,1.0,10.0,universe_4,category_3,brand_457,brand_group_2,material_33,condition_3,459.06,0.0
1372,geo_3,gender_2,,,1459.0,6.0,24.0,universe_4,category_9,brand_305,brand_group_1,material_50,condition_3,410.84,0.0
8031,geo_3,gender_2,device_1,acquisition_source_1,199.0,10.0,6.0,universe_4,category_11,brand_101,brand_group_3,material_25,condition_3,296.68,1.0
8031,geo_3,gender_2,device_1,acquisition_source_1,199.0,6.0,30.0,universe_4,category_1,brand_225,brand_group_2,material_38,condition_3,307.56,1.0
7391,geo_4,gender_1,device_4,acquisition_source_81,262.0,4.0,14.0,universe_3,category_11,brand_918,brand_group_2,material_25,condition_3,480.15,1.0
4515,geo_3,gender_2,device_5,,592.0,11.0,25.0,universe_4,category_11,brand_465,brand_group_3,material_25,condition_2,163.4,1.0
1724,geo_3,gender_2,,acquisition_source_61,1310.0,10.0,4.0,universe_4,category_3,brand_466,brand_group_2,material_7,condition_2,3740.39,0.0
4475,geo_4,gender_2,device_4,,601.0,3.0,29.0,universe_3,category_1,brand_192,brand_group_2,material_65,condition_3,237.28,1.0
4475,geo_4,gender_2,device_4,,601.0,12.0,14.0,universe_4,category_9,brand_212,brand_group_2,material_62,condition_3,4805.09,1.0
2645,geo_6,gender_2,device_5,,1051.0,3.0,22.0,universe_4,category_5,brand_192,brand_group_2,material_8,condition_2,1389.32,1.0
2645,geo_6,gender_2,device_5,,1051.0,2.0,19.0,universe_2,category_2,brand_225,brand_group_2,material_33,condition_3,193.4,1.0
2645,geo_6,gender_2,device_5,,1051.0,8.0,23.0,universe_4,category_3,brand_760,brand_group_3,material_25,condition_3,261.35,1.0
3806,geo_3,gender_2,device_4,,754.0,3.0,23.0,universe_4,category_9,brand_491,brand_group_2,material_50,condition_2,1090.34,0.0
3806,geo_3,gender_2,device_4,,754.0,12.0,17.0,universe_4,category_9,brand_491,brand_group_2,material_29,condition_3,587.51,0.0
8331,geo_3,gender_2,device_1,acquisition_source_61,159.0,7.0,26.0,universe_4,category_11,brand_1152,brand_group_3,material_55,condition_2,234.17,1.0
8726,geo_8,gender_1,device_5,acquisition_source_61,109.0,9.0,14.0,universe_4,category_11,brand_525,brand_group_1,material_42,condition_3,573.92,0.0
8814,geo_8,gender_2,device_5,acquisition_source_61,99.0,12.0,6.0,universe_4,category_11,brand_225,brand_group_2,material_25,condition_3,492.38,1.0
9168,geo_8,gender_2,device_1,acquisition_source_129,77.0,11.0,1.0,universe_4,category_11,brand_918,brand_group_2,material_34,condition_3,503.25,1.0
9871,geo_4,gender_1,device_4,acquisition_source_1,22.0,12.0,19.0,universe_3,category_3,brand_668,brand_group_2,material_25,condition_3,2612.42,0.0
3541,geo_4,gender_2,device_4,acquisition_source_1,804.0,10.0,18.0,universe_4,category_5,brand_1183,brand_group_1,material_8,condition_3,1384.89,0.0
3541,geo_4,gender_2,device_4,acquisition_source_1,804.0,11.0,28.0,universe_4,category_11,brand_222,brand_group_2,material_41,condition_3,768.94,0.0
3541,geo_4,gender_2,device_4,acquisition_source_1,804.0,11.0,24.0,universe_3,category_1,brand_697,brand_group_1,material_25,condition_3,241.86,0.0
3541,geo_4,gender_2,device_4,acquisition_source_1,804.0,5.0,18.0,universe_4,category_5,brand_1015,brand_group_2,material_9,condition_3,419.71,0.0
3541,geo_4,gender_2,device_4,acquisition_source_1,804.0,10.0,31.0,universe_4,category_1,brand_267,brand_group_1,material_25,condition_3,234.17,0.0
1105,geo_3,gender_2,,,1622.0,1.0,9.0,universe_4,category_5,brand_1017,brand_group_3,material_33,condition_3,1090.34,0.0
1105,geo_3,gender_2,,,1622.0,1.0,13.0,universe_4,category_3,brand_560,brand_group_1,material_25,condition_3,1633.94,0.0
1105,geo_3,gender_2,,,1622.0,7.0,3.0,universe_4,category_5,brand_380,brand_group_1,material_8,condition_3,481.51,0.0
1105,geo_3,gender_2,,,1622.0,3.0,29.0,universe_4,category_11,brand_564,brand_group_2,material_25,condition_3,247.76,0.0
1105,geo_3,gender_2,,,1622.0,3.0,6.0,universe_4,category_5,brand_380,brand_group_1,material_33,condition_3,777.77,0.0
1105,geo_3,gender_2,,,1622.0,3.0,30.0,universe_4,category_5,brand_192,brand_group_2,material_65,condition_3,927.26,0.0
1105,geo_3,gender_2,,,1622.0,9.0,4.0,universe_4,category_5,brand_1020,brand_group_3,material_33,condition_3,326.58,0.0
6874,geo_4,gender_2,device_4,acquisition_source_1,305.0,6.0,2.0,universe_3,category_3,brand_212,brand_group_2,material_25,condition_3,196.38,0.0
7939,geo_2,gender_2,device_5,,208.0,6.0,8.0,universe_4,category_11,brand_240,brand_group_2,material_25,condition_2,533.15,1.0
2125,geo_2,gender_2,device_5,,1166.0,3.0,1.0,universe_4,category_5,brand_918,brand_group_2,material_25,condition_3,1090.34,0.0
4196,geo_4,gender_2,device_1,,663.0,9.0,23.0,universe_4,category_5,brand_1179,brand_group_2,material_56,condition_3,288.53,1.0
4196,geo_4,gender_2,device_1,,663.0,9.0,6.0,universe_4,category_11,brand_668,brand_group_2,material_33,condition_2,448.89,1.0
6841,geo_3,gender_2,device_4,,308.0,2.0,28.0,universe_4,category_5,brand_1155,brand_group_3,material_65,condition_3,206.99,1.0
2462,geo_3,gender_2,device_5,,1092.0,11.0,25.0,universe_4,category_5,brand_705,brand_group_3,material_33,condition_3,185.25,0.0
2462,geo_3,gender_2,device_5,,1092.0,8.0,17.0,universe_4,category_5,brand_523,brand_group_3,material_8,condition_3,220.58,0.0
2462,geo_3,gender_2,device_5,,1092.0,9.0,16.0,universe_4,category_5,brand_514,brand_group_3,material_33,condition_3,220.58,0.0
2462,geo_3,gender_2,device_5,,1092.0,10.0,27.0,universe_4,category_5,brand_523,brand_group_3,material_65,condition_1,212.43,0.0
2462,geo_3,gender_2,device_5,,1092.0,5.0,14.0,universe_4,category_5,brand_526,brand_group_3,material_8,condition_3,103.71,0.0
2462,geo_3,gender_2,device_5,,1092.0,8.0,6.0,universe_4,category_5,brand_523,brand_group_3,material_33,condition_3,302.12,0.0
2462,geo_3,gender_2,device_5,,1092.0,7.0,24.0,universe_4,category_5,brand_523,brand_group_3,material_8,condition_3,389.1,0.0
2462,geo_3,gender_2,device_5,,1092.0,6.0,11.0,universe_4,category_5,brand_523,brand_group_3,material_65,condition_3,155.35,0.0
2462,geo_3,gender_2,device_5,,1092.0,1.0,17.0,universe_4,category_5,brand_705,brand_group_3,material_33,condition_3,274.94,0.0
2462,geo_3,gender_2,device_5,,1092.0,10.0,28.0,universe_4,category_5,brand_523,brand_group_3,material_65,condition_3,293.97,0.0
2013,geo_3,gender_2,device_4,,1188.0,3.0,13.0,universe_4,category_5,brand_256,brand_group_3,material_33,condition_3,416.28,1.0
2013,geo_3,gender_2,device_4,,1188.0,3.0,13.0,universe_4,category_5,brand_281,brand_group_3,material_9,condition_3,95.55,1.0
1796,geo_3,gender_1,device_5,,1269.0,11.0,29.0,universe_3,category_5,brand_918,brand_group_2,material_65,condition_3,546.74,1.0
8443,geo_3,gender_2,device_1,acquisition_source_61,142.0,12.0,7.0,universe_4,category_11,brand_255,brand_group_3,material_55,condition_3,139.04,1.0
9629,geo_8,gender_1,device_4,acquisition_source_1,45.0,12.0,2.0,universe_4,category_3,brand_225,brand_group_2,material_25,condition_2,4115.09,1.0
2466,geo_8,gender_2,device_4,acquisition_source_1,1091.0,3.0,19.0,universe_4,category_5,brand_755,brand_group_3,material_8,condition_1,329.3,1.0
5648,geo_8,gender_2,device_5,acquisition_source_61,405.0,1.0,24.0,universe_4,category_5,brand_524,brand_group_1,material_65,condition_3,2449.34,0.0
5648,geo_8,gender_2,device_5,acquisition_source_61,405.0,4.0,20.0,universe_4,category_5,brand_525,brand_group_1,material_26,condition_3,478.79,0.0
5648,geo_8,gender_2,device_5,acquisition_source_61,405.0,2.0,26.0,universe_4,category_5,brand_524,brand_group_1,material_65,condition_3,1484.06,0.0
5648,geo_8,gender_2,device_5,acquisition_source_61,405.0,4.0,16.0,universe_4,category_5,brand_1226,brand_group_1,material_49,condition_3,378.86,0.0
5648,geo_8,gender_2,device_5,acquisition_source_61,405.0,1.0,10.0,universe_4,category_5,brand_130,brand_group_2,material_25,condition_3,2259.08,0.0
8843,geo_4,gender_2,device_4,acquisition_source_61,97.0,10.0,4.0,universe_4,category_11,brand_101,brand_group_3,material_55,condition_3,291.25,1.0
3800,geo_3,gender_2,device_5,,754.0,1.0,5.0,universe_4,category_5,brand_918,brand_group_2,material_65,condition_3,187.96,0.0
3800,geo_3,gender_2,device_5,,754.0,5.0,5.0,universe_4,category_5,brand_878,brand_group_3,material_8,condition_3,103.71,0.0
3800,geo_3,gender_2,device_5,,754.0,2.0,29.0,universe_4,category_5,brand_878,brand_group_3,material_8,condition_3,125.45,0.0
3800,geo_3,gender_2,device_5,,754.0,10.0,14.0,universe_4,category_5,brand_720,brand_group_3,material_65,condition_3,438.02,0.0
3800,geo_3,gender_2,device_5,,754.0,6.0,25.0,universe_4,category_5,brand_720,brand_group_3,material_9,condition_3,166.22,0.0
3800,geo_3,gender_2,device_5,,754.0,5.0,6.0,universe_4,category_5,brand_720,brand_group_3,material_8,condition_3,261.35,0.0
4207,geo_4,gender_2,device_1,,662.0,10.0,7.0,universe_4,category_3,brand_760,brand_group_3,material_25,condition_3,614.69,1.0
5685,geo_2,gender_2,device_5,acquisition_source_61,400.0,10.0,27.0,universe_4,category_11,brand_989,brand_group_2,material_33,condition_3,804.95,0.0
5685,geo_2,gender_2,device_5,acquisition_source_61,400.0,6.0,4.0,universe_4,category_3,brand_668,brand_group_2,material_33,condition_2,2449.34,0.0
5685,geo_2,gender_2,device_5,acquisition_source_61,400.0,4.0,8.0,universe_4,category_11,brand_225,brand_group_2,material_25,condition_2,872.9,0.0
220,geo_3,gender_2,,,2213.0,2.0,2.0,universe_4,category_5,brand_659,brand_group_3,material_8,condition_3,166.22,1.0
987,geo_4,gender_2,,,1676.0,9.0,1.0,universe_4,category_3,brand_760,brand_group_3,material_25,condition_3,301.2,1.0
987,geo_4,gender_2,,,1676.0,6.0,8.0,universe_4,category_5,brand_303,brand_group_1,material_49,condition_3,380.94,1.0
987,geo_4,gender_2,,,1676.0,2.0,8.0,universe_4,category_5,brand_192,brand_group_2,material_65,condition_3,916.39,1.0
726,geo_3,gender_2,,,1843.0,10.0,9.0,universe_4,category_5,brand_1106,brand_group_3,material_41,condition_3,111.86,1.0
6757,geo_1,gender_2,device_5,acquisition_source_61,315.0,7.0,5.0,universe_4,category_9,brand_668,brand_group_2,material_33,condition_3,1090.34,0.0
6757,geo_1,gender_2,device_5,acquisition_source_61,315.0,11.0,1.0,universe_4,category_11,brand_127,brand_group_2,material_25,condition_3,682.64,0.0
6757,geo_1,gender_2,device_5,acquisition_source_61,315.0,11.0,16.0,universe_4,category_9,brand_127,brand_group_2,material_25,condition_2,275.24,0.0
6757,geo_1,gender_2,device_5,acquisition_source_61,315.0,6.0,13.0,universe_4,category_3,brand_918,brand_group_2,material_25,condition_2,339.76,0.0
5162,geo_3,gender_1,device_1,acquisition_source_61,460.0,3.0,8.0,universe_4,category_1,brand_668,brand_group_2,material_7,condition_2,253.2,1.0
5162,geo_3,gender_1,device_1,acquisition_source_61,460.0,6.0,21.0,universe_3,category_11,brand_240,brand_group_2,material_25,condition_3,1633.94,1.0
4980,geo_4,gender_3,device_4,,487.0,4.0,16.0,universe_4,category_11,brand_225,brand_group_2,material_25,condition_2,1223.52,1.0
9211,geo_3,gender_2,device_5,,74.0,10.0,19.0,universe_4,category_3,brand_600,brand_group_3,material_25,condition_3,573.92,1.0
1657,geo_4,gender_2,device_4,,1340.0,11.0,24.0,universe_4,category_1,brand_993,brand_group_2,material_67,condition_2,5732.42,0.0
6274,geo_8,gender_1,device_4,acquisition_source_61,348.0,11.0,27.0,universe_4,category_1,brand_668,brand_group_2,material_7,condition_2,1029.58,1.0
6274,geo_8,gender_1,device_4,acquisition_source_61,348.0,12.0,1.0,universe_4,category_3,brand_668,brand_group_2,material_25,condition_2,1389.32,1.0
6274,geo_8,gender_1,device_4,acquisition_source_61,348.0,11.0,8.0,universe_4,category_3,brand_668,brand_group_2,material_7,condition_3,1063.16,1.0
6274,geo_8,gender_1,device_4,acquisition_source_61,348.0,11.0,8.0,universe_4,category_3,brand_668,brand_group_2,material_25,condition_3,1769.84,1.0
8211,geo_8,gender_2,device_5,acquisition_source_61,175.0,7.0,10.0,universe_4,category_5,brand_326,brand_group_1,material_33,condition_2,193.4,1.0
9640,geo_8,gender_2,device_5,acquisition_source_61,44.0,11.0,22.0,universe_4,category_9,brand_225,brand_group_2,material_29,condition_3,872.9,1.0
7768,geo_3,gender_2,device_1,acquisition_source_1,225.0,11.0,7.0,universe_4,category_9,brand_305,brand_group_1,material_50,condition_2,288.53,0.0
7768,geo_3,gender_2,device_1,acquisition_source_1,225.0,10.0,4.0,universe_4,category_9,brand_315,brand_group_2,material_50,condition_2,709.82,0.0
7768,geo_3,gender_2,device_1,acquisition_source_1,225.0,11.0,11.0,universe_4,category_9,brand_1169,brand_group_1,material_50,condition_3,315.71,0.0
7768,geo_3,gender_2,device_1,acquisition_source_1,225.0,10.0,11.0,universe_4,category_9,brand_1169,brand_group_1,material_50,condition_3,465.2,0.0
7768,geo_3,gender_2,device_1,acquisition_source_1,225.0,10.0,4.0,universe_4,category_9,brand_315,brand_group_2,material_50,condition_3,818.54,0.0
7768,geo_3,gender_2,device_1,acquisition_source_1,225.0,10.0,21.0,universe_4,category_9,brand_910,brand_group_2,material_62,condition_3,1226.24,0.0
7768,geo_3,gender_2,device_1,acquisition_source_1,225.0,10.0,28.0,universe_4,category_9,brand_305,brand_group_1,material_66,condition_2,2857.04,0.0
2727,geo_7,gender_2,device_5,,1031.0,11.0,25.0,universe_4,category_11,brand_668,brand_group_2,material_34,condition_3,764.18,0.0
7656,geo_4,gender_2,device_1,acquisition_source_61,238.0,5.0,9.0,universe_4,category_11,brand_240,brand_group_2,material_25,condition_2,882.14,1.0
8462,geo_2,gender_2,device_5,,139.0,11.0,24.0,universe_4,category_3,brand_466,brand_group_2,material_25,condition_1,356.48,1.0
743,geo_2,gender_2,,,1827.0,4.0,14.0,universe_4,category_5,brand_525,brand_group_1,material_8,condition_3,519.56,1.0
743,geo_2,gender_2,,,1827.0,5.0,9.0,universe_4,category_5,brand_525,brand_group_1,material_8,condition_2,516.84,1.0
2755,geo_3,gender_2,device_4,acquisition_source_1,1024.0,4.0,19.0,universe_4,category_11,brand_459,brand_group_3,material_25,condition_2,465.2,1.0
2755,geo_3,gender_2,device_4,acquisition_source_1,1024.0,6.0,3.0,universe_1,category_11,brand_459,brand_group_3,material_55,condition_3,215.14,1.0
4665,geo_2,gender_2,device_5,,555.0,9.0,9.0,universe_4,category_11,brand_466,brand_group_2,material_7,condition_2,274.94,1.0
1682,geo_3,gender_2,device_5,,1326.0,12.0,14.0,universe_3,category_3,brand_668,brand_group_2,material_25,condition_1,2564.87,1.0
5480,geo_2,gender_2,device_5,acquisition_source_1,427.0,7.0,12.0,universe_4,category_1,brand_222,brand_group_2,material_38,condition_3,519.56,1.0
5480,geo_2,gender_2,device_5,acquisition_source_1,427.0,6.0,29.0,universe_4,category_11,brand_524,brand_group_1,material_55,condition_2,383.66,1.0
8640,geo_3,gender_2,device_4,acquisition_source_1,119.0,11.0,22.0,universe_4,category_3,brand_663,brand_group_3,material_25,condition_3,410.84,0.0
1629,geo_3,gender_1,device_4,,1346.0,4.0,13.0,universe_4,category_5,brand_137,brand_group_3,material_65,condition_2,516.84,1.0
2103,geo_3,gender_1,device_5,,1171.0,9.0,10.0,universe_4,category_3,brand_560,brand_group_1,material_25,condition_3,913.67,1.0
